txn_id,user_id,raw_description,cleaned_description,merchant_name,amount,txn_type,payment_mode,category,subcategory,confidence_score,txn_timestamp,month,day_of_week,hour,is_recurring,avg_spend_per_category,spend_std_dev,monthly_surplus,expense_volatility,balance_after_txn,user_corrected_label
1810,6,IRCTC E-TICKET 5232,irctc e ticket 5232,IRCTC,269.14,debit,UPI,Travel,Train Tickets,0.809,2024-12-10 07:33:00,12,1,7,0,6704.31,8070.04,-12469.81,22138.63,447976.56,Travel
1307,6,AMAZON PAY* 7440,amazon pay 7440,Amazon,6163.71,debit,Net Banking,Shopping,E-commerce,0.7758,2024-12-15 10:16:00,12,6,10,0,4144.13,1802.23,-12469.81,22138.63,441812.85,Utilities
462,6,SBI MUTUAL FUND SIP 9212,sbi mutual fund sip 9212,SBI MF,2157.71,debit,Wallet,Investments,Mutual Fund,0.7709,2024-12-21 17:22:00,12,5,17,1,26562.71,17919.3,-12469.81,22138.63,439655.14,Investments
126,6,BigBasket 2388,bigbasket 2388,BigBasket,399.99,debit,IMPS,Groceries,Online Grocery,0.7387,2024-12-24 15:41:00,12,1,15,0,1255.41,849.49,-12469.81,22138.63,439255.15,Groceries
1073,6,PRACTO CONSULT 2549,practo consult 2549,Practo,480.44,debit,IMPS,Healthcare,Consultation,0.7746,2024-12-31 07:34:00,12,1,7,0,828.84,484.78,-12469.81,22138.63,438774.71,Shopping
909,6,APOLLO PHARMACY 6151,apollo pharmacy 6151,Apollo Pharmacy,367.71,debit,Credit Card,Healthcare,Medicines,0.8971,2025-01-01 13:04:00,1,2,13,0,828.84,484.78,-42694.7,22138.63,438407.0,Healthcare
163,6,HOTSTAR PREMIUM 5582,hotstar premium 5582,Hotstar,426.42,debit,Net Banking,Entertainment,Streaming,0.8159,2025-01-06 23:18:00,1,0,23,1,449.37,359.27,-42694.7,22138.63,437980.58,Entertainment
1625,6,PRACTO CONSULT 2038,practo consult 2038,Practo,341.93,debit,UPI,Healthcare,Consultation,0.7497,2025-01-10 21:53:00,1,4,21,0,828.84,484.78,-42694.7,22138.63,437638.65,Utilities
1727,6,NETFLIX INDIA 4381,netflix india 4381,Netflix,331.39,debit,Debit Card,Entertainment,Streaming,0.8587,2025-01-11 17:07:00,1,5,17,1,449.37,359.27,-42694.7,22138.63,437307.26,Entertainment
147,6,APOLLO PHARMACY 7521,apollo pharmacy 7521,Apollo Pharmacy,220.75,transfer,Net Banking,Healthcare,Medicines,0.8722,2025-01-14 17:28:00,1,1,17,0,,,-42694.7,22138.63,437086.51,Healthcare
835,6,PETROL PUMP HPCL 2742,petrol pump hpcl 2742,HPCL,1431.07,debit,Wallet,Transport,Fuel,0.763,2025-01-15 13:41:00,1,2,13,0,683.21,782.42,-42694.7,22138.63,435655.44,Shopping
335,6,PETROL PUMP HPCL 5453,petrol pump hpcl 5453,HPCL,2864.4,debit,Net Banking,Transport,Fuel,0.8202,2025-01-16 16:11:00,1,3,16,0,683.21,782.42,-42694.7,22138.63,432791.04,Food & Dining
94,6,RELIANCE FRESH* 6374,reliance fresh 6374,Reliance Fresh,485.63,debit,Credit Card,Groceries,Supermarket,0.8414,2025-01-25 17:06:00,1,5,17,0,1255.41,849.49,-42694.7,22138.63,432305.41,Groceries
80,6,SPOTIFY INDIA 6439,spotify india 6439,Spotify,181.53,debit,Debit Card,Entertainment,Music Streaming,0.6708,2025-01-25 18:42:00,1,5,18,1,449.37,359.27,-42694.7,22138.63,432123.88,Entertainment
769,6,ZERODHA* 1462,zerodha 1462,Zerodha,31542.84,debit,Credit Card,Investments,Stock Trading,0.7765,2025-01-29 19:47:00,1,2,19,0,26562.71,17919.3,-42694.7,22138.63,400581.04,Investments
1592,6,AMAZON PAY* 3765,amazon pay 3765,Amazon,4721.78,debit,Cash,Shopping,E-commerce,0.8662,2025-01-30 23:03:00,1,3,23,0,4144.13,1802.23,-42694.7,22138.63,395859.26,Groceries
740,6,SALARY CREDIT 2126,salary credit 2126,Employer,141854.56,credit,Debit Card,Income,Salary,0.8609,2025-02-04 11:07:00,2,1,11,0,,,146724.92,22138.63,537713.82,Income
244,6,UNACADEMY* 2237,unacademy 2237,Unacademy,2789.51,debit,Wallet,Education,Online Learning,0.8883,2025-02-06 21:09:00,2,3,21,1,2115.41,1218.97,146724.92,22138.63,534924.31,Education
1025,6,HOTSTAR PREMIUM 6089,hotstar premium 6089,Hotstar,455.44,debit,NEFT,Entertainment,Streaming,0.843,2025-02-10 13:28:00,2,0,13,1,449.37,359.27,146724.92,22138.63,534468.87,Entertainment
35,6,FLIPKART INTERNET 3925,flipkart internet 3925,Flipkart,5727.75,debit,UPI,Shopping,E-commerce,0.7346,2025-02-13 23:21:00,2,3,23,0,4144.13,1802.23,146724.92,22138.63,528741.12,Shopping
327,6,FREELANCE PAYMENT 1359,freelance payment 1359,Freelance,41765.04,credit,Credit Card,Income,Freelance,0.9182,2025-02-17 06:14:00,2,0,6,0,,,146724.92,22138.63,570506.16,Income
798,6,PAYTM WALLET* 3826,paytm wallet 3826,Paytm,359.1,debit,Net Banking,Finance,Wallet Top-up,0.7723,2025-02-17 13:02:00,2,0,13,0,7670.36,5918.5,146724.92,22138.63,570147.06,Finance
1086,6,ZERODHA* 3571,zerodha 3571,Zerodha,21678.02,debit,Cash,Investments,Stock Trading,0.7859,2025-02-17 21:48:00,2,0,21,0,26562.71,17919.3,146724.92,22138.63,548469.04,Transport
736,6,AMAZON PAY* 1527,amazon pay 1527,Amazon,5884.86,debit,NEFT,Shopping,E-commerce,0.8761,2025-02-17 23:19:00,2,0,23,0,4144.13,1802.23,146724.92,22138.63,542584.18,Utilities
2033,6,AMAZON PAY* 3778,amazon pay 3778,Amazon,4742.47,transfer,UPI,Shopping,E-commerce,0.8489,2025-02-18 09:00:00,2,1,9,0,,,146724.92,22138.63,537841.71,Food & Dining
2085,6,SWIGGY ORDER* 5214,swiggy order 5214,Swiggy,517.65,debit,Credit Card,Food & Dining,Food Delivery,0.7383,2025-03-02 19:18:00,3,6,19,0,468.72,182.4,-27507.59,22138.63,537324.06,Food & Dining
764,6,APOLLO PHARMACY 8897,apollo pharmacy 8897,Apollo Pharmacy,944.53,debit,IMPS,Healthcare,Medicines,0.9281,2025-03-08 22:39:00,3,5,22,0,828.84,484.78,-27507.59,22138.63,536379.53,Transport
1828,6,Jio Recharge 6129,jio recharge 6129,Jio,500.55,debit,NEFT,Utilities,Mobile Recharge,0.7268,2025-03-09 12:14:00,3,6,12,1,646.86,303.6,-27507.59,22138.63,535878.98,Utilities
1457,6,PRACTO CONSULT 6139,practo consult 6139,Practo,1136.83,debit,Debit Card,Healthcare,Consultation,0.9299,2025-03-12 09:43:00,3,2,9,0,828.84,484.78,-27507.59,22138.63,534742.15,Healthcare
1006,6,NETFLIX INDIA 2795,netflix india 2795,Netflix,622.11,debit,Debit Card,Entertainment,Streaming,0.9493,2025-03-12 20:33:00,3,2,20,1,449.37,359.27,-27507.59,22138.63,534120.04,Entertainment
1788,6,OLA CABS* 1368,ola cabs 1368,Ola,160.87,debit,Cash,Transport,Cab,0.9215,2025-03-21 06:48:00,3,4,6,0,683.21,782.42,-27507.59,22138.63,533959.17,Transport
838,6,HDFC BANK EMI 1358,hdfc bank emi 1358,HDFC EMI,4561.83,debit,IMPS,Finance,Loan EMI,0.8571,2025-03-22 08:30:00,3,5,8,1,7670.36,5918.5,-27507.59,22138.63,529397.34,Finance
625,6,HDFC BANK EMI 2347,hdfc bank emi 2347,HDFC EMI,19063.22,debit,IMPS,Finance,Loan EMI,0.76,2025-03-30 10:00:00,3,6,10,1,7670.36,5918.5,-27507.59,22138.63,510334.12,Food & Dining
1218,6,IRCTC E-TICKET 3618,irctc e ticket 3618,IRCTC,1886.64,debit,Debit Card,Travel,Train Tickets,0.7869,2025-04-02 21:21:00,4,2,21,0,6704.31,8070.04,56284.76,22138.63,508447.48,Travel
887,6,GROFERS/BLINKIT 1597,grofers blinkit 1597,Blinkit,1051.14,debit,Cash,Groceries,Quick Commerce,0.8917,2025-04-06 10:40:00,4,6,10,0,1255.41,849.49,56284.76,22138.63,507396.34,Groceries
57,6,SALARY CREDIT 6511,salary credit 6511,Employer,63908.09,credit,Cash,Income,Salary,0.871,2025-04-06 13:48:00,4,6,13,0,,,56284.76,22138.63,571304.43,Income
1126,6,BigBasket 5813,bigbasket 5813,BigBasket,1736.85,debit,IMPS,Groceries,Online Grocery,0.9668,2025-04-09 22:49:00,4,2,22,0,1255.41,849.49,56284.76,22138.63,569567.58,Groceries
344,6,UNACADEMY* 8414,unacademy 8414,Unacademy,1057.35,debit,Cash,Education,Online Learning,0.915,2025-04-10 16:35:00,4,3,16,1,2115.41,1218.97,56284.76,22138.63,568510.23,Education
408,6,APOLLO PHARMACY 7216,apollo pharmacy 7216,Apollo Pharmacy,1640.33,debit,Cash,Healthcare,Medicines,0.7292,2025-04-13 09:44:00,4,6,9,0,828.84,484.78,56284.76,22138.63,566869.9,Shopping
322,6,PRACTO CONSULT 3897,practo consult 3897,Practo,1144.5,refund,Debit Card,Healthcare,Consultation,0.9337,2025-04-13 10:20:00,4,6,10,0,,,56284.76,22138.63,565725.4,Healthcare
1736,6,GROFERS/BLINKIT 7416,grofers blinkit 7416,Blinkit,251.02,debit,IMPS,Groceries,Quick Commerce,0.9593,2025-04-17 16:54:00,4,3,16,0,1255.41,849.49,56284.76,22138.63,565474.38,Groceries
511,6,D-MART AVENUE 7835,d mart avenue 7835,DMart,1450.01,debit,IMPS,Groceries,Supermarket,0.953,2025-05-01 10:12:00,5,3,10,0,1255.41,849.49,14100.22,22138.63,564024.37,Groceries
1057,6,D-MART AVENUE 3666,d mart avenue 3666,DMart,1716.28,debit,Net Banking,Groceries,Supermarket,0.7561,2025-05-01 16:21:00,5,3,16,0,1255.41,849.49,14100.22,22138.63,562308.09,Groceries
64,6,Airtel Xstream 1878,airtel xstream 1878,Airtel,630.54,transfer,Net Banking,Utilities,Broadband,0.714,2025-05-04 09:52:00,5,6,9,1,,,14100.22,22138.63,561677.55,Utilities
1505,6,SALARY CREDIT 3984,salary credit 3984,Employer,69459.07,credit,Credit Card,Income,Salary,0.89,2025-05-07 07:33:00,5,2,7,0,,,14100.22,22138.63,631136.62,Income
1369,6,GROFERS/BLINKIT 3890,grofers blinkit 3890,Blinkit,1198.69,debit,Net Banking,Groceries,Quick Commerce,0.8069,2025-05-07 14:50:00,5,2,14,0,1255.41,849.49,14100.22,22138.63,629937.93,Groceries
1924,6,APOLLO PHARMACY 4547,apollo pharmacy 4547,Apollo Pharmacy,1541.86,debit,Credit Card,Healthcare,Medicines,0.8443,2025-05-07 23:41:00,5,2,23,0,828.84,484.78,14100.22,22138.63,628396.07,Transport
1490,6,Airtel Xstream 3815,airtel xstream 3815,Airtel,660.04,debit,NEFT,Utilities,Broadband,0.8167,2025-05-09 11:58:00,5,4,11,1,646.86,303.6,14100.22,22138.63,627736.03,Utilities
1100,6,ZERODHA* 1233,zerodha 1233,Zerodha,45605.86,debit,Cash,Investments,Stock Trading,0.7526,2025-05-11 11:55:00,5,6,11,0,26562.71,17919.3,14100.22,22138.63,582130.17,Utilities
657,6,SWIGGY ORDER* 8993,swiggy order 8993,Swiggy,656.35,debit,UPI,Food & Dining,Food Delivery,0.8462,2025-05-22 23:18:00,5,3,23,0,468.72,182.4,14100.22,22138.63,581473.82,Utilities
1359,6,D-MART AVENUE 9273,d mart avenue 9273,DMart,2529.76,debit,Debit Card,Groceries,Supermarket,0.7998,2025-05-28 12:13:00,5,2,12,0,1255.41,849.49,14100.22,22138.63,578944.06,Groceries
2089,6,APOLLO PHARMACY 8376,apollo pharmacy 8376,Apollo Pharmacy,1506.89,debit,Debit Card,Healthcare,Medicines,0.9727,2025-06-09 22:33:00,6,0,22,0,828.84,484.78,-5995.22,22138.63,577437.17,Healthcare
159,6,SPOTIFY INDIA 8366,spotify india 8366,Spotify,95.06,refund,NEFT,Entertainment,Music Streaming,0.7725,2025-06-11 23:06:00,6,2,23,1,,,-5995.22,22138.63,577342.11,Entertainment
1336,6,IRCTC E-TICKET 9420,irctc e ticket 9420,IRCTC,1261.37,debit,Cash,Travel,Train Tickets,0.9275,2025-06-13 09:56:00,6,4,9,0,6704.31,8070.04,-5995.22,22138.63,576080.74,Travel
1388,6,OLA CABS* 7376,ola cabs 7376,Ola,210.86,transfer,Credit Card,Transport,Cab,0.9573,2025-06-15 14:28:00,6,6,14,0,,,-5995.22,22138.63,575869.88,Transport
227,6,BYJU'S SUBSCRIPTION 9199,byju's subscription 9199,Byjus,1029.07,debit,Credit Card,Education,Online Learning,0.8337,2025-06-15 23:37:00,6,6,23,0,2115.41,1218.97,-5995.22,22138.63,574840.81,Education
1156,6,SWIGGY ORDER* 3045,swiggy order 3045,Swiggy,448.61,debit,Cash,Food & Dining,Food Delivery,0.7697,2025-06-20 09:49:00,6,4,9,0,468.72,182.4,-5995.22,22138.63,574392.2,Food & Dining
1508,6,UBER INDIA 2734,uber india 2734,Uber,554.82,debit,Debit Card,Transport,Cab,0.9123,2025-06-22 12:51:00,6,6,12,0,683.21,782.42,-5995.22,22138.63,573837.38,Transport
1212,6,OLA CABS* 6954,ola cabs 6954,Ola,92.64,debit,Credit Card,Transport,Cab,0.9138,2025-06-26 12:15:00,6,3,12,0,683.21,782.42,-5995.22,22138.63,573744.74,Transport
813,6,HOTSTAR PREMIUM 1155,hotstar premium 1155,Hotstar,704.6,debit,IMPS,Entertainment,Streaming,0.8431,2025-06-28 23:38:00,6,5,23,1,449.37,359.27,-5995.22,22138.63,573040.14,Entertainment
1792,6,NETFLIX INDIA 5345,netflix india 5345,Netflix,397.22,debit,Wallet,Entertainment,Streaming,0.9329,2025-06-30 09:24:00,6,0,9,1,449.37,359.27,-5995.22,22138.63,572642.92,Entertainment
1561,6,HDFC BANK EMI 3946,hdfc bank emi 3946,HDFC EMI,14642.2,transfer,Cash,Finance,Loan EMI,0.7961,2025-07-07 07:26:00,7,0,7,1,,,-31116.72,22138.63,558000.72,Finance
1241,6,NETFLIX INDIA 8091,netflix india 8091,Netflix,324.56,debit,Credit Card,Entertainment,Streaming,0.846,2025-07-16 14:14:00,7,2,14,1,449.37,359.27,-31116.72,22138.63,557676.16,Entertainment
1147,6,FREELANCE PAYMENT 9504,freelance payment 9504,Freelance,14860.3,credit,Net Banking,Income,Freelance,0.9004,2025-07-16 20:42:00,7,2,20,0,,,-31116.72,22138.63,572536.46,Income
155,6,ZERODHA* 3762,zerodha 3762,Zerodha,42437.52,debit,Wallet,Investments,Stock Trading,0.8843,2025-07-18 14:08:00,7,4,14,0,26562.71,17919.3,-31116.72,22138.63,530098.94,Investments
969,6,BigBasket 9136,bigbasket 9136,BigBasket,1831.16,transfer,Wallet,Groceries,Online Grocery,0.917,2025-07-18 21:08:00,7,4,21,0,,,-31116.72,22138.63,528267.78,Groceries
1624,6,FLIPKART INTERNET 1743,flipkart internet 1743,Flipkart,517.96,transfer,Wallet,Shopping,E-commerce,0.8119,2025-07-20 17:43:00,7,6,17,0,,,-31116.72,22138.63,527749.82,Shopping
215,6,SWIGGY ORDER* 2404,swiggy order 2404,Swiggy,619.49,debit,Debit Card,Food & Dining,Food Delivery,0.9039,2025-07-20 18:27:00,7,6,18,0,468.72,182.4,-31116.72,22138.63,527130.33,Food & Dining
695,6,DUNZO DELIVERY 5739,dunzo delivery 5739,Dunzo,460.11,refund,UPI,Groceries,Quick Commerce,0.9438,2025-07-22 20:02:00,7,1,20,0,,,-31116.72,22138.63,526670.22,Food & Dining
575,6,APOLLO PHARMACY 8249,apollo pharmacy 8249,Apollo Pharmacy,485.19,debit,Cash,Healthcare,Medicines,0.9225,2025-07-28 08:13:00,7,0,8,0,828.84,484.78,-31116.72,22138.63,526185.03,Food & Dining
787,6,APOLLO PHARMACY 2436,apollo pharmacy 2436,Apollo Pharmacy,1490.01,debit,Credit Card,Healthcare,Medicines,0.7671,2025-07-29 19:51:00,7,1,19,0,828.84,484.78,-31116.72,22138.63,524695.02,Healthcare
445,6,PRACTO CONSULT 5162,practo consult 5162,Practo,620.25,debit,IMPS,Healthcare,Consultation,0.9297,2025-07-30 23:13:00,7,2,23,0,828.84,484.78,-31116.72,22138.63,524074.77,Healthcare
112,6,UBER INDIA 1815,uber india 1815,Uber,468.54,debit,UPI,Transport,Cab,0.7467,2025-08-04 08:56:00,8,0,8,0,683.21,782.42,-33098.24,22138.63,523606.23,Transport
485,6,ZERODHA* 5705,zerodha 5705,Zerodha,11498.29,debit,Cash,Investments,Stock Trading,0.9172,2025-08-08 22:05:00,8,4,22,0,26562.71,17919.3,-33098.24,22138.63,512107.94,Investments
1119,6,HOTSTAR PREMIUM 9955,hotstar premium 9955,Hotstar,1344.44,debit,Net Banking,Entertainment,Streaming,0.8315,2025-08-10 12:35:00,8,6,12,1,449.37,359.27,-33098.24,22138.63,510763.5,Entertainment
323,6,MAKEMYTRIP 8035,makemytrip 8035,MakeMyTrip,12634.48,debit,Net Banking,Travel,Flight/Hotel,0.7388,2025-08-13 11:31:00,8,2,11,0,6704.31,8070.04,-33098.24,22138.63,498129.02,Travel
725,6,AMAZON PAY* 2062,amazon pay 2062,Amazon,6923.42,debit,Net Banking,Shopping,E-commerce,0.9354,2025-08-21 21:13:00,8,3,21,0,4144.13,1802.23,-33098.24,22138.63,491205.6,Shopping
1353,6,NETFLIX INDIA 2203,netflix india 2203,Netflix,229.07,debit,Net Banking,Entertainment,Streaming,0.9995,2025-08-24 09:09:00,8,6,9,1,449.37,359.27,-33098.24,22138.63,490976.53,Entertainment
1436,6,HOTSTAR PREMIUM 8737,hotstar premium 8737,Hotstar,864.49,debit,UPI,Entertainment,Streaming,0.7733,2025-09-03 22:59:00,9,2,22,1,449.37,359.27,-53325.66,22138.63,490112.04,Entertainment
710,6,ZERODHA* 2401,zerodha 2401,Zerodha,45346.01,debit,Net Banking,Investments,Stock Trading,0.8876,2025-09-06 20:48:00,9,5,20,0,26562.71,17919.3,-53325.66,22138.63,444766.03,Investments
984,6,FLIPKART INTERNET 5333,flipkart internet 5333,Flipkart,4026.76,debit,Wallet,Shopping,E-commerce,0.8705,2025-09-14 06:07:00,9,6,6,0,4144.13,1802.23,-53325.66,22138.63,440739.27,Food & Dining
1503,6,BYJU'S SUBSCRIPTION 1102,byju's subscription 1102,Byjus,3500.65,debit,IMPS,Education,Online Learning,0.8171,2025-09-21 09:05:00,9,6,9,0,2115.41,1218.97,-53325.66,22138.63,437238.62,Education
548,6,UBER INDIA 3881,uber india 3881,Uber,206.06,debit,Net Banking,Transport,Cab,0.9221,2025-09-23 20:02:00,9,1,20,0,683.21,782.42,-53325.66,22138.63,437032.56,Transport
1138,6,BANK INTEREST 1560,bank interest 1560,Bank,1795.7,credit,UPI,Income,Interest,0.7995,2025-09-28 16:01:00,9,6,16,0,,,-53325.66,22138.63,438828.26,Income
2112,6,UNACADEMY* 4859,unacademy 4859,Unacademy,1177.39,debit,UPI,Education,Online Learning,0.9801,2025-09-29 23:37:00,9,0,23,1,2115.41,1218.97,-53325.66,22138.63,437650.87,Education
1008,6,Airtel Xstream 1628,airtel xstream 1628,Airtel,560.17,debit,Net Banking,Utilities,Broadband,0.912,2025-10-07 22:43:00,10,1,22,1,646.86,303.6,-1936.45,22138.63,437090.7,Transport
111,6,SWIGGY ORDER* 3578,swiggy order 3578,Swiggy,175.62,debit,Credit Card,Food & Dining,Food Delivery,0.8129,2025-10-10 06:05:00,10,4,6,0,468.72,182.4,-1936.45,22138.63,436915.08,Shopping
318,6,SPOTIFY INDIA 3967,spotify india 3967,Spotify,138.89,debit,NEFT,Entertainment,Music Streaming,0.8522,2025-10-15 21:58:00,10,2,21,1,449.37,359.27,-1936.45,22138.63,436776.19,Entertainment
577,6,BigBasket 3243,bigbasket 3243,BigBasket,1842.44,transfer,Debit Card,Groceries,Online Grocery,0.8667,2025-10-16 14:26:00,10,3,14,0,,,-1936.45,22138.63,434933.75,Groceries
1094,6,APOLLO PHARMACY 2831,apollo pharmacy 2831,Apollo Pharmacy,1061.77,debit,Net Banking,Healthcare,Medicines,0.7311,2025-10-27 20:27:00,10,0,20,0,828.84,484.78,-1936.45,22138.63,433871.98,Transport
316,6,SALARY CREDIT 1930,salary credit 1930,Employer,60827.71,credit,Debit Card,Income,Salary,0.8552,2025-11-02 15:12:00,11,6,15,0,,,17338.6,22138.63,494699.69,Income
2196,6,OLA CABS* 5636,ola cabs 5636,Ola,206.39,debit,Wallet,Transport,Cab,0.7152,2025-11-02 21:47:00,11,6,21,0,683.21,782.42,17338.6,22138.63,494493.3,Transport
139,6,FLIPKART INTERNET 6546,flipkart internet 6546,Flipkart,2406.55,debit,NEFT,Shopping,E-commerce,0.74,2025-11-03 09:49:00,11,0,9,0,4144.13,1802.23,17338.6,22138.63,492086.75,Shopping
1273,6,BigBasket 7668,bigbasket 7668,BigBasket,1395.0,debit,Debit Card,Groceries,Online Grocery,0.7962,2025-11-05 17:46:00,11,2,17,0,1255.41,849.49,17338.6,22138.63,490691.75,Groceries
1486,6,ZOMATO* 8481,zomato 8481,Zomato,624.81,debit,IMPS,Food & Dining,Food Delivery,0.8143,2025-11-10 17:48:00,11,0,17,0,468.72,182.4,17338.6,22138.63,490066.94,Groceries
1039,6,BigBasket 7442,bigbasket 7442,BigBasket,195.85,debit,Wallet,Groceries,Online Grocery,0.8501,2025-11-11 21:20:00,11,1,21,0,1255.41,849.49,17338.6,22138.63,489871.09,Groceries
2028,6,UNACADEMY* 3479,unacademy 3479,Unacademy,1107.34,debit,UPI,Education,Online Learning,0.7989,2025-11-14 10:18:00,11,4,10,1,2115.41,1218.97,17338.6,22138.63,488763.75,Education
1502,6,ZERODHA* 6959,zerodha 6959,Zerodha,36026.52,debit,NEFT,Investments,Stock Trading,0.9199,2025-11-16 14:34:00,11,6,14,0,26562.71,17919.3,17338.6,22138.63,452737.23,Investments
1178,6,SBI MUTUAL FUND SIP 1451,sbi mutual fund sip 1451,SBI MF,1526.65,debit,Wallet,Investments,Mutual Fund,0.8709,2025-11-29 17:04:00,11,5,17,1,26562.71,17919.3,17338.6,22138.63,451210.58,Investments
1405,6,MAKEMYTRIP 9733,makemytrip 9733,MakeMyTrip,20019.96,debit,Debit Card,Travel,Flight/Hotel,0.6273,2025-12-05 08:53:00,12,4,8,0,6704.31,8070.04,-74966.99,22138.63,431190.62,Travel
1613,6,SPOTIFY INDIA 7915,spotify india 7915,Spotify,117.03,debit,IMPS,Entertainment,Music Streaming,0.9917,2025-12-06 07:27:00,12,5,7,1,449.37,359.27,-74966.99,22138.63,431073.59,Entertainment
661,6,BYJU'S SUBSCRIPTION 9063,byju's subscription 9063,Byjus,4955.33,debit,Cash,Education,Online Learning,0.7387,2025-12-08 08:42:00,12,0,8,0,2115.41,1218.97,-74966.99,22138.63,426118.26,Groceries
2002,6,UBER INDIA 7857,uber india 7857,Uber,434.09,debit,Wallet,Transport,Cab,0.8076,2025-12-09 06:07:00,12,1,6,0,683.21,782.42,-74966.99,22138.63,425684.17,Transport
1979,6,SBI MUTUAL FUND SIP 1737,sbi mutual fund sip 1737,SBI MF,9002.22,transfer,Wallet,Investments,Mutual Fund,0.8813,2025-12-10 12:50:00,12,2,12,1,,,-74966.99,22138.63,416681.95,Investments
587,6,Airtel Xstream 2287,airtel xstream 2287,Airtel,337.48,debit,Credit Card,Utilities,Broadband,0.7922,2025-12-11 10:44:00,12,3,10,1,646.86,303.6,-74966.99,22138.63,416344.47,Utilities
1593,6,FLIPKART INTERNET 5396,flipkart internet 5396,Flipkart,1437.09,transfer,NEFT,Shopping,E-commerce,0.9636,2025-12-12 13:32:00,12,4,13,0,,,-74966.99,22138.63,414907.38,Shopping
1629,6,SWIGGY ORDER* 3916,swiggy order 3916,Swiggy,94.88,debit,Net Banking,Food & Dining,Food Delivery,0.8723,2025-12-15 07:05:00,12,0,7,0,468.72,182.4,-74966.99,22138.63,414812.5,Food & Dining
1182,6,BigBasket 6624,bigbasket 6624,BigBasket,1408.1,debit,IMPS,Groceries,Online Grocery,0.8144,2025-12-18 18:51:00,12,3,18,0,1255.41,849.49,-74966.99,22138.63,413404.4,Groceries
1621,6,ZERODHA* 4029,zerodha 4029,Zerodha,45284.95,debit,Debit Card,Investments,Stock Trading,0.8465,2025-12-24 08:42:00,12,2,8,0,26562.71,17919.3,-74966.99,22138.63,368119.45,Food & Dining
469,6,BigBasket 4166,bigbasket 4166,BigBasket,1343.76,debit,IMPS,Groceries,Online Grocery,0.8474,2025-12-30 17:11:00,12,1,17,0,1255.41,849.49,-74966.99,22138.63,366775.69,Groceries
874,6,IRCTC E-TICKET 3496,irctc e ticket 3496,IRCTC,971.41,debit,Credit Card,Travel,Train Tickets,0.9991,2025-12-30 18:15:00,12,1,18,0,6704.31,8070.04,-74966.99,22138.63,365804.28,Travel
779,7,APOLLO PHARMACY 3275,apollo pharmacy 3275,Apollo Pharmacy,2073.31,debit,IMPS,Healthcare,Medicines,0.9176,2024-01-04 20:55:00,1,3,20,0,1020.25,604.19,-31831.64,17294.22,-2073.31,Healthcare
181,7,RELIANCE FRESH* 6400,reliance fresh 6400,Reliance Fresh,2191.07,debit,Credit Card,Groceries,Supermarket,0.834,2024-01-07 14:24:00,1,6,14,0,1590.2,1189.12,-31831.64,17294.22,-4264.38,Shopping
514,7,PETROL PUMP HPCL 9948,petrol pump hpcl 9948,HPCL,1358.22,debit,Credit Card,Transport,Fuel,0.9136,2024-01-08 21:54:00,1,0,21,0,1109.79,950.2,-31831.64,17294.22,-5622.6,Transport
1370,7,BYJU'S SUBSCRIPTION 9762,byju's subscription 9762,Byjus,4728.19,debit,Debit Card,Education,Online Learning,0.7437,2024-01-19 08:04:00,1,4,8,0,2235.92,1100.29,-31831.64,17294.22,-10350.79,Education
588,7,D-MART AVENUE 9412,d mart avenue 9412,DMart,592.82,debit,IMPS,Groceries,Supermarket,0.7128,2024-01-20 21:48:00,1,5,21,0,1590.2,1189.12,-31831.64,17294.22,-10943.61,Groceries
51,7,FLIPKART INTERNET 1659,flipkart internet 1659,Flipkart,5006.61,debit,NEFT,Shopping,E-commerce,0.8255,2024-01-20 23:03:00,1,5,23,0,3419.33,1890.16,-31831.64,17294.22,-15950.22,Shopping
607,7,PAYTM WALLET* 9001,paytm wallet 9001,Paytm,2437.43,debit,IMPS,Finance,Wallet Top-up,0.7967,2024-01-23 16:24:00,1,1,16,0,7537.97,7006.53,-31831.64,17294.22,-18387.65,Finance
1418,7,SBI MUTUAL FUND SIP 5024,sbi mutual fund sip 5024,SBI MF,4687.59,debit,UPI,Investments,Mutual Fund,0.7008,2024-01-27 07:38:00,1,5,7,1,9988.26,10274.61,-31831.64,17294.22,-23075.24,Investments
1483,7,HDFC BANK EMI 2040,hdfc bank emi 2040,HDFC EMI,6709.15,debit,IMPS,Finance,Loan EMI,0.9341,2024-01-27 20:17:00,1,5,20,1,7537.97,7006.53,-31831.64,17294.22,-29784.39,Finance
1701,7,IRCTC E-TICKET 7119,irctc e ticket 7119,IRCTC,2047.25,debit,Cash,Travel,Train Tickets,0.9352,2024-01-28 11:36:00,1,6,11,0,7315.55,7918.47,-31831.64,17294.22,-31831.64,Travel
324,7,PRACTO CONSULT 9700,practo consult 9700,Practo,666.7,transfer,NEFT,Healthcare,Consultation,0.985,2024-02-08 23:12:00,2,3,23,0,,,51810.74,17294.22,-32498.34,Utilities
1940,7,BANK INTEREST 4248,bank interest 4248,Bank,438.68,credit,UPI,Income,Interest,0.9824,2024-02-10 16:43:00,2,5,16,0,,,51810.74,17294.22,-32059.66,Income
